	Unnamed: 0	Unnamed: 0.1	review_text	label
7530	3322	3322	"
Искал телефон с хорошей камерой до 200 баксов для мобильной сьемки ребенка.Во всех магазинах его очень хвалили.Купил и началось... Первое место - Камера на улице днем делает неплохие фото видео и селфи Но в помещении или в вечернее время полный отс...й!Думал это у меня какой то брак но куме такой точно подарили а там таже "" песня""Второе место память - даже если вы купите карту памяти он не все приложения будет на нее переносить(за 200 баксов можно было и по больше вставить памяти) Остальные минуса не критичны но все же - батарея держала максимум 12 часов! Кнопка громкости совмещена часто во время разговора вместо громче делал тише! И еще в него умудрилась через гнездо зарядки попасть вода и перестала работать кнопка home(а это не гарантийный платный ремонт) но это был мой косяк. Так что я его продал и купил себе сказку J7 2016!!! Ребята добавляйте 100 баксов и вы не пожалеете!!! Камера в 100 раз лучше J5 2015!16 gb! Батарея держит минимум сутки!В черной новой расцветке!
 
Достоинства: Samsung
 
Недостатки: Камера Память
"	0
1399	545	545	"
быстрая доставка,хорошо упаковано,всем довольна.рекомендую
 
Достоинства: точный вес
 
Недостатки: нет
"	1
845	808	808	"
Хороший недорогой телефон
 
Достоинства: Много
 
Недостатки: Нет
"	1
740	703	703	"
більше року користуюсь, дуже рад покупці.
 
Достоинства: довго тримає заряд, бистро заряжаєтся, ліхтарик, радио
 
Недостатки: один динамік
"	1
1349	495	495	"
Все пока нравится, использую как второй телефон в дополнение к iPhone 5s. Очень доволен.
 
Достоинства: Яркий, хорошо читаемый экран, громкий динамик и даже через чур, удобный в руке, хорошо держит сеть. Две сим-карты. Действительно неубиваемый телефон. Всякие полезные функции, такие как - фонарик, будильник. Карта памяти, mp3, радио.
 
Недостатки: Зачем в таких телефонах делают камеры для меня загадка. Но есть и есть, больше ведь не меньше.
"	1
1441	587	587	"
Телефон хороший. Недорогой, но стильный.
Понравилось меню, хорошая громкость
 
Достоинства: Цена, качество, фонарик, хорошая АКБ, защитный корпус
 
Недостатки: Нет возможности ставить свою мелодию на СМС, нельзя создавать плейлист аудио
"	1
1106	252	252	"
Очень легкий телефон по весу, не привычно. Качество нравится.
 
Достоинства: Цена, качество, большие кнопки, хороший экран
 
Недостатки: Не заметил...
"	1
848	811	811	"
хороший дизайн, большой экран
 
Достоинства: Для телефона очень хороший
 
Недостатки: пока нет
"	1
906	52	52	"
Пользуюсь 3 месяца. Телефон отличный, звук сигнала очень громкий. Микрофон - супер. Ты слышишь отлично, тебя слышно так-же. То есть проблемы, которые были раньше в дешёвых нокиах, исправлены. Меню (функции) крайне бедное, цена немного великовата для такой простушки, батареи хватает дня на три при каждодневных разговорах,вот и все минусы.
 
Достоинства: Внешний вид, качество, 2 сим.
 
Недостатки: Цена, батарея
"	1
1386	532	532	"
Приобрела этот девайс,акцентируя внимание на марку производителя""Nokia"", которая многие годы не подводила и радовала,не прогадала и ныне!Требования отличной звонилки оправдало слихвой!Хороший динамик,слышимость собеседника без нареканий, меня слышно безупречно.Сеть ловит и за городом(в лесных дебрях не доводилось проверять, но в сельской глуши ловила без перебоев).Громкость разговора регулируется.Громкое звучание рингтонов.Батарея держит замечательно(неделю без проблем)!Чистый звук в плеере,слушаю музыку много раз на сутки(батарея и тут радует).Фонарик яркий!Легко доступное меню,без заморочек!2000 контактов помимо симок!!Типа ""инет"",""камера"" тут слабые и лишние, смартфоном удобнее юзать!Нужна только хорошая звонилка,Ваш вариант!
 
Достоинства: Динамик!Батарея!!Фонарик!Плеер!Цена!!
 
Недостатки: Не выявлено(цель звонилки оправдала и придираться не имеет смысла, это не смартфон).
"	1
1165	311	311	"
Для рабочей звонилки подходит на 5
 
Достоинства: Удобные кнопки, громкий звонок, хороший экран
 
Недостатки: Все норм
"	1
1249	395	395	"
За месяц использования сделал небольшие выводы. 1. Очень надежный и выносливый аппарат! 2. Прекрасная ""рабочая лошадка""-двухсимочник. Обе сим-карты работают, ловят сеть. 3. В руке лежит замечательно, не хлипкий, все детали прижаты плотно.4. Есть ушко для подвески, сейчас их почему-то убирают. 5. Кнопки нажимаются легко и промазать по ним невозможно. 6. Есть фонарик, который очень выручает,плеер, радио, будильник и т.д. 7. Потдерживается карта памяти. 8. Телефон очень громкий, в машине даже не приходится убавлять звук магнитофона при разговоре. 9. Заряд батареи держится отлично. 10. Зарядка док-станция очень удобна. Теперь о минусах: 1 Камера слабая, хотя она мне и вовсе не нужна. 2 Фонарик светит не как прожектор, но в темных местах видно все. 3. Один радиомодуль, то есть когда вы говорите по одной сим, то вторая недоступна. Вообщем, за такую сумму и достоинства- этот телефон золотце. Есть все нужное и нет ничего лишнего.
"	1
787	750	750	"
Отличный телефон. Рабочая лошадка. Батарею держит черти сколько. Легкий. Приятно ложиться в руку. Очень симпатичный дизайн.
 
Недостатки: для его цены - минусов нет
"	1
127	90	90	"
кітайське барахло
 
Достоинства: нет
 
Недостатки: мене ніхто не чує, батарає за 2 дня здохла без активного користування, довго здійснює виклик більше 2 хв проходить доки піде гудок
"	0
2687	1833	1833	"
Листик с микроскопическим текстом, где обозначены кнопки и разъёмы, инструкцией не является. Описания всех возможностей и функций КОНКРЕТНОГО аппарата и правил обращения с ним нет. Поэтому невозможно ПОЛНОЦЕННОЕ его использование. Трудно судить о его достоинствах во всём, что не касается звонков и Интернета.
Это неуважение к потребителю.
 
Недостатки: нет инструкции, не работает (или отсутствует) магнитный датчик
"	0
2435	1581	1581	"
через 2 месяца нечастого использования - батарея держит неполный день просто в режиме ожидания! при включенном интернете (ютюб) или играх - её хватает на 2 часа (((
 
Недостатки: батарея
"	0
815	778	778	"
Телефон мне нравится ,быстро разобралась.
 
Достоинства: удобный
 
Недостатки: не достатков нет
"	1
7833	3625	3625	"
без дополнительных программ для камеры, сенсора телефон нормально не работает
 
Достоинства: батарея, память, цветовое разрешение экрана
 
Недостатки: камера четко снимает только при полной неподвижности, сенсор реагирует не всегда
"	0
791	754	754	"
Отличный телефон по доступной цене, ""бабушка фон"" так сказать.
 
Достоинства: В руке лежит удобно, относительно легкий, удобная клавиатура защищенная от пыли и капель воды, продолжительная работа от батареи.
 
Недостатки: Не обнаружил
"	1
7037	2829	2829	"
Своих денег не стоит, в очередной раз убеждаюсь, что лучше покупать с худшими характеристиками, но у более известных фирм, они хотя бы за всем следят, а тут полно подводных камней.
 
Достоинства: Удобная ОС, хороший экран, быстрота работы.
 
Недостатки: При часовой работе очень сильно нагревается, если экран выключен, но запущено приложение, он всеравно продолжает выделять сильное тепло, аккамулятор очень плохой, 3-4 часа серфинга в интернете и дохнет. Низкая яркость экрана. Бывают небольшие дефекты в работе, например хрома, когда сверху высвечивается черная полоса, вместо адресной строки.
"	0
1384	530	530	"
Года с 2003 и по 2013 звонилки были исключительно Нокиа, самых разных классов, первый был Nokia 3410 последний Nokia 5130, промежуточных -целая куча. И вот решив купить звонилки в 2013м я на тот момент увидел, что реально за Nokia деньги отдавать просто не умно. Но надеялся, что с годами ситуация исправиться, как оказалось зря. Это чудо на несколько порядков хуже Гнусмаса за эти деньги. Производителя ничему не научил ни мега спад продаж, они так и не поняли, почему им предпочитают даже Флай, или не захотели понять... Короче, помня времена Nokia до 2010г.Нынешние их поделки просто шокируют, бросая тень на добрую память о супербренде! Телефон никакой, звук плохонький, аккум отстой, нет возможности поставить свой рингтон на вызов, и сконектиться с компом, и это при цене в почти минимальную зарплату!!
 
Достоинства: Ностальгия по бренду
 
Недостатки: Оно сплошной недостаток!
"	0
1969	1115	1115	"
Після користування павербанком роз* єм розхитався до стану ""не заряджа"". Подивимся як працює післяпродажний сервіс ...гарантія , фіромовий ремонт.
 
Достоинства: ціна
 
Недостатки: батарея, роз* єм
"	0
1285	431	431	"
Качество связи на высоте. Идеально для пожилого человека, так как не думаешь как бы не уронить-не намочить-срочно подзарядить и т.д. Конструкция и сборка действительно вызывают чувства надежности и уверенности в том, что твои близкие будут на связи всегда и везде, где только она есть. Кнопки большие, удобные. Зарядка очень удобная. Ни разу не пожалела, что в голову пришла мысль купить этот телефон.
 
Достоинства: Крепкий. Удобные кнопки и управление. Громкий сигнал вызова. Классный фонарик. Мощная батарейка. Радио можно слушать без наушников. Хорошая слышимость в трубке. Водонепроницаемость. Удобная зарядка.
 
Недостатки: -
"	1
6233	2025	2025	"
Переодически телефон выпадает из сети. К примеру прихожу домой, жена говорит, что не могла дозвониться, я был вне зоны. Смотрю на экран - 4 деления антенки. И как только набираю любой номер, мне приходят смс что мне звонили. Очень бесит. Притом, что проблема есть, она не выдуманная, и она освещена на форумах. Думал возьму meizu, и не прийдется тратить свое время на танцы и бубны. Китай есть китай.
 
Достоинства: дизайн цена
 
Недостатки: пропадает связь, проблемы с сетью
"	0
1447	593	593	"
Микрофон работает через раз, как поворотник автомобиля. Радиомодуль так же через раз регистрируется в сети. То работает, то не работает.
 
Достоинства: Хорошие кнопки, громкий звук
 
Недостатки: Слабый интерфейс, на один контакт только один номер.
"	0
7479	3271	3271	"
Получила телефон, порадовалась первый денек, потом обнаружила недостатки в тех параметрах которые меня как раз не устраивали в моём прошлом телефоне. Ничего сверхъестественного, достаточно громкий и есть вспышка на фронтальной камере, больше не чем не выделяется. В принципе, есть телефоны и по дешевле с лучшими параметрами
 
Достоинства: Вспышка на фронтальной камере
 
Недостатки: Камера слабо фотографирует, яркость не меняется автоматически,
"	0
3314	2460	2460	"
Покупал на день рождения жене.Пользуется чуть более двух недель.Все было нормально до сегодняшнего дня.Завис.не выключается, не реагирует ни на что.ни на зарядку.ни при подключении к компу.одна картинка на экране...в интернете не могу найти к этому телефону инструкции,что делать в такой ситуации...ЧТО ДЕЛАТЬ?!!!ВОПРОС К ПРОИЗВОДИТЕЛЮ!!!!!ТЕЛЕФОН НЕ ПАДАЛ,В ВОДЕ НЕ БЫЛ,ПОЛЬЗОВАЛИСЬ КРАЙНЕ АККУРАТНО!!!!!!!!
"	0
80	43	43	"
Телефоном не нарадуюсь со дня покупки - уже более полугода. В нем есть все самое необходимое и ,на мой взгляд, ничего лишнего. Прекрасно подойдет для долгого общения. Пользуюсь уже немало и активно, а цифры на кнопках и не думают стираться. Он универсален в плане дизайна и в плане обращения. Качество отличное. Ну а цена вообще вне всякой конкуренции.
 
Достоинства: Проще перечислить минусы
 
Недостатки: Их нет
"	1
5859	1651	1651	"
Не очень.
 
Достоинства: Батарея
 
Недостатки: Иногда вылетает из приложений, камера не очень, пульт работает ужасно.
"	0
5701	1493	1493	"
Виключався сам по собі декілька разів. Щоб включити потрібно було розбирати. Слабка батарея.
"	0
776	739	739	"
В целом - доволен. Статус телефона-звонилки оправдывает полностью. Динамик и микрофон отличные - все слышно, и меня все слышат, орать не нужно.
 
Достоинства: Время работы без подзарядки, простота и надежность, качество сборки (крышка крепится надежно), цельная клавиатура, громкость.
 
Недостатки: Фонарик слабоват, маленькая длина имен в телефонной книге, приходится сокращать некоторые
"	1
12454	698	698	"
был одним из первых обладателей легендарного S III но время идет и все меняется он прослужил мне без малого 5 лет и теперь встал выбор что взять? долго читал отзывы в нете слушал советы продавцов по поводу того что китайцев лучше не брать потому что берешь кота в мешке а лучше добавить денег и взять самсунг который прослужит тебе так же как и мой s III. Подумал и решил взять А 5 16го года дизайн бомба. И вот прошло 3 недели смотрю на экране появляется розовая точечка как иголка у меня паника начал рыть отзывы оказывается есть такие же счастливчики как у меня. Решил на следующий день ехать в сервис выключил его сложил в коробку и поехал. Приезжаю включаю а там уже черное пятно с монету где была розовая точка. Телефон естественно забрали в ремонт сказали от 3 до 5 дней экран поменяют. Но граждане зачем мне такое счастье? ему три недели только. Это хорошо что эта ерунда вылезла на гарантии а если бы нет? Сколько такой ремонт мне обошелся бы? Да мой S III просто не сравнить по качеству с этой лажей. Четыре года по всему миру покатался падал намокал и т.д. и работает без всяких глюков. Вот такой опыт у меня с А 5.
 
Достоинства: красивый дизайн шустрый
 
Недостатки: нет
"	0
1365	511	511	"
Телефоном, который не боится воды, уже никого не удивишь, а вот телефон, который при этом еще и не тонет лично для меня стал находкой. Очень им доволен. Брал для звонков и бронебойной работы, чтобы можно было с собой куда угодно брать. Считаю, что цена более чем хорошая, хоть функционально он и прост. Не думаю, что такому телефону нужны навороты, звонить должен хорошо, а остальное неважно. Батарею держит отлично, поддерживает 2 сим-карты, слышимость и сигнал отличные. Удобный и простой. Я доволен и рекомендую!
 
Достоинства: + Простой, защита, не тонет в воде, батарея хорошая.
"	1
4433	225	225	"
Купили этот телефон. Экран ужасный. Отвратительный угол обзора. При долгом пользовании начинают болеть глаза (пробовали разные уровни яркости). К сожалению, пришлось сдать в магазин обратно, т.к. глаза ребенка дороже. В остальном аппарат субъективно неплох. Если б не экран, можно было бы ставить высший балл. А так, никому не посоветую.
"	0
1245	391	391	"
Телефон купил маме (давно на пенсии). Соответственно требования: удобный телефон, громкий звонок, простота, практичность и надежность, да и хороший прием. Прекрасный крупный шрифт при наборе номера, громкий звонок, хотя мелодии скудноваты стандартные. С клавиатурой и меню разобрались достаточно быстро - оно простое функциональное. Качество звука очень даже на хорошем уровне, звук четкий, собеседника слышна хорошо, да и пользователя абонент слышит прекрасно. Прием сигнала нормальный, после старой-старой нокии думали будет хуже, но опасались напрасно, телефон принимает нормально (для современного аппарата). Аккумулятор заряд держит отлично. В телефоне есть радио, которое может проигрываться и искать станции без наушников. И есть кнопка СОС, удобная, большая. Сборка корпуса, внешний вид, наличие основных функций делают его очень выгодным приобритением для пенсионера или в качестве ""рабочей лошадки"" - звонилки. Пока телефоном довольны.
 
Достоинства: Яркий дисплей, хорошая слышимость, качественная сборка корпуса. Упругие кнопки -исключают случайное нажатие. Кнопка СОС.
 
Недостатки: Один минус - не знаю, это телефон или оператор, но когда отправляем с него одну смс, человеку часто приходят две смс одинакового содержания.
"	1
1095	241	241	"
Працює надійно. Проблем за рік експлуатації не було!
 
Достоинства: Розмір, вага, ергономіка, інтерфейс.
 
Недостатки: Відсутні
"	1
585	548	548	"
Отличный телефон.
 
Достоинства: Цена/качество
 
Недостатки: Не обнаружил
"	1
8719	4511	4511	"
Телефон прікольний, хороший екран, роздільна здатність, шустрий, батарея тримає непогано. Це все плюси.
Тепер мінуси. Екран там настільки крихкий, що навіть зовсім легеньке падіння приводить до його руйнувння.
В мене він розбився в друзки через тиждень.
Всі хто хоче придбати даний телефон, рекомендую одразу придбати надійний захист для нього.
"	0
10158	198	198	"
Повне розчарування,шкодую що знову взяла планшет,а не гроші...
 
Достоинства: Отримала 2-й планшет від Розеткі,так як 1-й накрився,швидко....
 
Недостатки: РОЗЧАРОВАНА вже 2-й раз: кришка для сімок єлі відкрилася,сімки теж довгенько підключалися,звук єлі чутно коли звонить і коли говориш.. грузиться все довго,повне розчарування....тобто нерада ,що і замовила...
"	0
4573	365	365	"
Телефон просто умер после 7 месяцев использования, вернее аккумулятор. Я его очень бережно юзала, в спец.супер-чехле, защита со всех сторон. Не падал, не бился, не был залит, не был охлажден или перегрет. Короче как зеницу ока и тем не менее. Сервисные центры Асер (6 штук в Киеве) отказали мне в быстром решении вопроса. То есть замене аккумулятора. Ребята, не берите Acer ибо сервисный ремонт. покупку деталей вам по гарантии никто не сделает бесплатно. Экран на это телефоне полный ужас. Качество связи еще ужаснее, чем телефон. Меня никто не слышит, симка МТС вообще не работает, а если работает, то 20% времени в день. НЕ РЕКОМЕНДУЮ этот аппарат никому!
 
Достоинства: Цена
 
Недостатки: Всё: батарея умерла через 7 мес., экран ужас, звук ужас и качество связи плохое
"	0
194	157	157	"
Обычная звонилка за небольшие деньги. На каждый день сгодится )))
 
Достоинства: Цена, micro usb разъём
 
Недостатки: не знаю
"	1
877	23	23	"
Будет ли в наличии в ближайшее время?
"	1
10086	126	126	"
Покупать не советую.
 
Достоинства: Хорошо ловит Wi-Fi, тянет тяжёлые игры.
 
Недостатки: плохая камера, плохой динамик, быстро разряжается, не чувствительный сенсор.
"	0
13444	1688	1688	"
Брал для бабушки, но подарок был омрачен тем, что в телефоне совсем нет выбора мелодий. Есть три звука, которые тяжело назвать рингтонами, человек со здоровым слухом вряд ли их услышит в сумке, а тем более на улице.

НЕ РЕКОМЕНДУЮ ПОКУПАТЬ...!!!
 
Достоинства: Крупные кнопки, подходит аккумулятор Nokia BL-5C, разъем для зарядного mini-USB
 
Недостатки: ОЧЕНЬ ТИХИЙ звук звонка, на выбор даётся 3 странных звука.
"	0
1269	415	415	"
Был куплен для работы. Выполняет свои функции в пыли, грязи, шуме и суровом климате. Несколько раз падал с высоты человеческого роста, частенько ночевал в машине при отрицательной температуре, но продолжает работать. Новомодные навороты естественно отсутствуют, но этот телефон не гламурный тусовщик, он суровый работяга. И с этой ролью он справляется просто великолепно. Отдельно отмечу отличное качество звука разговорного динамика. Надежный, как кирпич, и очень удобный. Рекомендую!
"	1
2496	1642	1642	"
20 минут ждал пока запустится,тишина,отказался.а обслуживание удовлетворительное
 
Достоинства: Не узнал
 
Недостатки: Хлюпенький
"	0
10174	214	214	"
Первое впечатление - отлично. Но дальше начинается интересное- звонки принимать можно, а вот исходящие вызовы и отправка сообщений просто невозможна!! (отлично не правда ли??!!) Камера ""никакая"" (впрочем это ожидаемо) поэтому в принципе претензий здесь нет. Дизайн мне понравился и аппаратная часть нареканий пока нет. При подключении к ПК планшет обнаруживается, но посмотреть содержимое увы не получается.
 
Достоинства: Скрорость, дизайн
 
Недостатки: Не осуществляются исходящие звонки, отправка СМС и запрос на проверку счета. При подключении к ПК нет возможности посмотреть содержимое!
"	0
320	283	283	"
Бюджетный вариант для пожилых: компактный, понятный, работоспособный. Собран хорошо, не скрипит. Экранчика хватает, чтобы совершить элементарные действия. Удобно, что кнопки расположены на корпусе отдельно друг от друга, они крупные, с читабельными надписями, шрифт в меню тоже читабельный. Звонит и вибрирует аппарат громко, разговор в трубке немного подвальный, но все слышно довольно четко, просто «глухо». Предусмотрена кнопка СОС, что для стариков немаловажно, нажимаешь – и отправляется сигнал на обозначенные номера. Батарейка у телефона нормальная – 3 дня.
 
Достоинства: цена, сборка, связь, простота
 
Недостатки: функция быстрого набора реализована неудачно (всего 3 цифры)
"	1
679	642	642	"
сьогодні отримала телефончик...мала смартфон 5""...зрозуміла, що хочу просто звичайну звонілку і планшет! коли вибирала телефон шукала по відгуках, щоб був хороший розмовний динамік і мікрофон. З вибором не помилилася!!! дуже задоволена! динамік чудовий! співрозмовника чути дуже добре навіть на найменшій гучності!!! мікрофон також шикарний! нарешті мої розмови без ""що?"", ""га?"", ""повтори!"".
Кому потрібен звичайний телефон з відмінний звязком, динаміком та мікрофоном - РЕКОМЕНДУЮ!!!
 
Достоинства: МІКРОФОН, ДИНАМІК, дизайн, гарно сидить в руці,легкий, не товстий!
 
Недостатки: можливо хтось нарікатиме на екран, але як на мене для даної цінової категорії норм!
"	1
1358	504	504	"
Отличный телефон, есть радио, фонарик, будильник... качество связи хорошее, собеседник прекрасно слышит. Корпус собран добротно, не скрепит не люфтит, воду не пропускает, плавает, как кораблик, на поверхности воды, на дно не идет. Будильник удобно продуман и приятный звонок.Кнопки удобные, и вообще - отличный дизайн для кнопочного телефона. Батарея с 2 симками держит неделю. Я доволен им очень. Раньше все стремительно пытались избавиться от кнопочных телефонов, а теперь ценишь те преимущества, которые они дают.
"	1
8321	4113	4113	"
Поехал сегодня телефон на возврат, проблемы со связью,wi-fi,хрип двух динамиков,отвал 3G.Не всегда срабатывает сканер ,и сенсорная кнопка назад! Однозначно розочерован,не повезло (Еще теперь и эти траблы с возвратом.....
 
Достоинства: Хорошо держит АКМ
 
Недостатки: Всё выше указано
"	0
559	522	522	"
Купил маме, она очень довольна, на все 100%.
От себя скажу что телефон стоит своих денег. Оправдал ожидания на 100%.
Практичный, фонарик и радио. Кнопки удобные, поверхность их приятная, подсвечиваются хорошо.
На громкости выше 50% репит динамик, сам звук с него хороший, но если ставить не громче 6го деления.
Звук в разговорном динамике хороший, микрофон так же. Звонящему и принимающему слышно отлично.
Фонарик довольно яркий, хватит подсветить себе дорогу ночью как на улице, так и в глухом темном подъезде.
Дизайн нормальный на свои деньги. Пойдет не только пенсионеру, а вообще любому пользователю, как второй или рабочий телефон например. Можно поставить мп3 на звонок.
Рекомендую.
 
Достоинства: 100% оправдал ожидания.
 
Недостатки: Репит внешний динамик выше 6 деления громкости.
"	1
54	17	17	"
Телефон покупала для дочки. Пластик крепкий, батарея держит почти неделю, две сим-карты. Брали красный - очень красиво смотрится. Связь отличная, звонок громкий, есть будильник и фонарик. За такую цену даже если сломается - не жалко. Правда мне почему-то прислали аж два телефона, один за другим. Второй не забирала)))
 
Достоинства: Отличный телефон для ребенка
"	1
749	712	712	"
Работает вроде как без проблем в качестве звонилки.
 
Достоинства: Время работы и никаких лишних функций
 
Недостатки: Могли бы поставить более емкую батарейку, вообще месяц бы можно было не заряжать и говориь.
"	1
4215	7	7	"
Если для звонков - нормальный. Цена доступная. Но лучше покупать что-то типа леново, этот вроде красивый, но в руках чувствуешь, что телефон дешевка.
 
Достоинства: большой экран, симпатичный дизайн, цена, память.
 
Недостатки: сенсер не очень чувствительный, слишком длинный, цвета не очень яркие, камера внешняя не тянет на 8 пикс., а фронтальна тоже не четкая.
"	0
7850	3642	3642	"
Телефона уже после нескольких дней использования начал тупить, а именно:
1) Зависает клавиатура при наборе текста и неважно набирать смс или сообщение в соц сетях, бесит неимоверно. Скачивал на плеймаркет несколько приложений — клавиатуры, не помогло.
2) Приемник радио - кошмар, постоянно помехи
3) При максимальной громкости прослушивания музыки, еле слышко.
 
Достоинства: Хорошая батарея
 
Недостатки: Много
"	0
497	460	460	"
Быстрого набора нет, кто звонит не показывает?! Скажите зачем нужен такой телефон?
"	0
264	227	227	"
телефон только для звонков, но батарея очень слабая
 
Достоинства: маленький, удобный
 
Недостатки: мало держит батерея
"	0
511	474	474	"
Брал для человека шестидесяти лет, пользователь доволен целиком и полностью!
 
Достоинства: Батарея, дизайн, экран
 
Недостатки: Мелковат шрифт
"	1
97	60	60	"
Аппарат хорошего качества по невысокой цене. Громкий, хорошо различимый звук, Имеет все функции современного телефона.Хотя с поиском нужной функции в телефоне достаточно путано. Но думаю привыкну со временем. Со своей главной задачей справляется на отлично. А если кому пикселей не хватает - то не забывайте, что главная функция телефона - связь. Телефон чтобы звонить - с этой задачей справляется хорошо.
 
Достоинства: Емкий аккумулятор. Многофункционален. Две симки. Связь. Цена.
 
Недостатки: За такие деньги нет.
"	1
5695	1487	1487	"
Покупала в розетке в августе прошлого года , я считаю что попался брак на 2-ой день работы отключился сам по себе и не включался, на кнопки не реагировал.Отправила в сервис пришел попользовалась 3 дня история повторилась зарядку не брал. Отправила в сервис пришел сказали что зарядили его и он включился попользовалась еще 4 дня опять отключился и не на что не реагировал. Отправила в сервис заменили батарею пришел на второй день история повторилась что с ним делать не знаю еще пока на гарантии устала отсылать и платить за пересылку
 
Достоинства: интересный дизаин
 
Недостатки: не является противоударным появились трещины на корпусе
"	0
1892	1038	1038	"
В Sigma 3GSM очень много недоработок и ошибок производителя
Этот телефон брался как походная звонилка с базовым функционалом - чтоб не носить с собой во время активного отдыха смарт и не рисковать его здоровьем. Планировал использовать во время походов, сплавов по речке, для катания на горном велосипеде. И в первый же день столкнулся с целым набором проблем, каких явно не ожидаешь покупая новый девайс, выпущенный в этом году:

1) пропущенные звонки - не отображается ни номер ни имя звонящего, нет времени и даты пропущенного вызова и его длительности - вместо этого надпись - ""номер нульовий"" 
2) отклонённые вызовы (когда сбиваешь вызов) - не отображаются вообще никак - в списке отклонённых пусто всегда!!
3) будильник - громкость сигнала не регулируется, плавного нарастания громкости нет - то есть будильник сразу резко начинает играть на полной громкости, а динамик очень мощный - это всё равно что просыпаться от того что в жестяное ведро падают шары для бильярда. Если постоянно просыпаться под этот будильник - то так можно заикой стать или заработать нервное расстройство
4) фонарь - очень хороший, мощный - добивает до 10 этажа с земли. Но способ управления им, это пожалуй самая абсурдная часть во всём телефоне! Чтоб его включить нужно сначала разблокировать экран двумя клавишами - а потом уже включить свет отдельной кнопкой фонарика, выключить фонарик специальной кнопкой тоже не получиться - нужно опять разблокировать экран, а потом только нажать на кнопку фонарика, но не один раз, а три))) - потому что первых два нажатия будут переключать фонарь в другие режимы (мигалки) - а только третье позволит выключить его. 
Ну в общем тут бред творится полный - попробуйте сделать все эти манипуляции в горах, в темноте, под дождём, стоя на скользкой наклонной поверхности, с рюкзаком, с трекинговыми палками в одной руке. Явно что разработчики тестировали фонарик у себя в офисе... И зачем вообще нужна отдельная кнопка на фонарик, если она не обеспечивает его моментального включения-выключения?! Если разблокировку для включения ещё как-то можно оправдать защитой от случайного включения и быстрого сажания батреи, то как быть с защитой от выключения :D 
Это всё нужно переделать:
a) фонарь должен включаться/выключаться сразу - специальной кнопкой (для параноиков можете оставить возможность включения через разблокировку - на выбор в меню, хотя этим вряд ли кто-то будет пользоваться)
b) фонарь очень мощный, быстро сажает батарею - нужно сделать чтоб пользователь мог сам регулировать яркость, удерживая кнопку и телефон должен запоминать навсегда, установленную яркость для текущего режима.
c) сделать первых три режима - режимы с постоянным свечением - с силой света заданной пользователем и сохранённой в памяти, ещё один -мигалка, ещё один - SOS
d) выключение одним нажатием - а не тремя: если фонарь светил после последнего нажатия от 0,5 - до 3 сек (время выбирается в настройках) и больше - то следующее нажатие выключает его, а не переключает на ещё один режим
5) Громкость: общей регулировки - нет вообще, громкость входящих звонков и радио регулируются только во время работы радио или включения входящего звонка - до включения звук скрутить нельзя!!! то есть если вы где-то в тихом месте - то предварительно скрутить звук не выйдет - надо сначала подождать пока рявкнет звонок на полную! Нужно чтоб сначала можно было выставить уровень звука, а потом включить, а не наоборот
- встроенные профили от этого не спасают
6) Зависание:
 на 3-4 секунды при:
 открытии СМС, включении будильника, настройке времени (+синхронизация времени по сети не работает)
на 1-2 сек при:
включении профиля , при включении плеера и тд

7) невозможность поставить хотя бы элементарный Скайп или другой мессенджер - то есть любое дополнительное приложение поставить не получиться. Так что если вдруг в походе что-то понадобиться посмотреть по работе или по другим делам - придётся всё-равно брать с собой в поход ещё и смартфон.
8) Полное отсутствие свободной памяти - её здесь нет ни мегабайта! Невозможно сохранить даже 1 фотку с 1,3 Mpx камеры. Даже на моём Siemens C65 (2004 год) можно было сохранять несколько десятков фоток.
9) нет возможности поставить отдельную мелодию на контакт
10) кнопки глянцевые, и на ощупь мегаскользкие как будто покрыты тефлоном
11) корпус - пластик не покрыт смягчающим слоем резины - удары от падений аммортизироваться не будут - больше вероятность расколоть корпус

Честно - я был очень удивлён как можно было в 2017 году, во время расцвета мобильных технологий, с современнными возможностями, опытом использования - выпустить элементарную звонилку (пусть и защищённую) - которая по функционалу и работе ПО не дотягивает до Siemens C65 - 2004 года выпуска, которым я пользовался более 10 лет назад! Что себе думают производители - выпускающие на рынок полуфабрикат уровня 2004 года, в котором часть элементарных функций не работает вообще, а часть сделана катастрофически бестолково, и это всё по цене начального смартфона!
Если производитель хоть немного уважает своих пользователей - то он хотя бы сейчас должен исправить эти недостатки! А по-хорошему всю партию нужно было отозвать и перепрошить ещё после первого потока негативных отзывов - указанные проблемы мелкими никак не назовёшь.
Лично я наверное буду сдавать его назад
 
Достоинства: мощность фонаря, мощность внешнего динамика, батарея, радио работает без гарнитуры
 
Недостатки: их много, полное описание в отзыве ниже 
вот только некоторые из них - невменяемый способ управления фонарём, нет общей регулировки громкости, не отображается номер и имя звонящего в пропущенных звонках и др
"	0
